级别,舰名,类型,原舰别,原舰名及舷号,移交,退役,备注
巡洋舰,重庆,英国租借舰,阿雷瑟萨级轻巡洋舰（英语：Arethusa-class cruiser (1934)）,HMS Aurora (12),1948年5月19日,1949年2月25日叛逃至解放军,叛逃至解放军后被中华民国空军连续轰炸，1949年3月20日自沉。
